assetId,category,entityName,usage,priority,currentState,mockImplementation,targetFilePath,fileFormat,width,height,transparentBackground,cameraAngle,requiredDirections,frameCount,anchorX,anchorY,atlasGroup,mobileReadabilityNotes,styleNotes,promptSubjectNotes,negativeRequirements,replacementInstructions
"""hero.samurai_bread.sprite_attack""","""hero""","""Samurai Bread""","[""Collection"",""Hero Detail"",""Team Builder"",""Combat""]","""P1""","""mock""","""CSS shape and project-authored glyph""","""/assets/final/hero/samurai_bread/sprite_attack.webp""","""webp""","768","384","true","""orthographic three-quarter top-down""","[""down"",""up"",""left"",""right""]","32","0.5","0.82","""hero.samurai_bread""","""Preserve a clear silhouette and readable contrast at 48 CSS pixels.""","""Cute pastel sticker style, chocolate outline, original Odd Tower design language.""","""Original Samurai Bread design; preserve the approved gameplay silhouette.""","[""no copyrighted characters"",""no photorealism"",""no baked UI text"",""no unsafe edge crop""]","""Export to /assets/final/hero/samurai_bread/sprite_attack.webp; retain this Asset ID and registry entry."""
"""hero.samurai_bread.silhouette""","""hero""","""Samurai Bread""","[""Collection"",""Hero Detail"",""Team Builder"",""Combat""]","""P2""","""mock""","""CSS shape and project-authored glyph""","""/assets/final/hero/samurai_bread/silhouette.webp""","""webp""","512","512","true","null","[]","1","null","null","null","""Preserve a clear silhouette and readable contrast at 48 CSS pixels.""","""Cute pastel sticker style, chocolate outline, original Odd Tower design language.""","""Original Samurai Bread design; preserve the approved gameplay silhouette.""","[""no copyrighted characters"",""no photorealism"",""no baked UI text"",""no unsafe edge crop""]","""Export to /assets/final/hero/samurai_bread/silhouette.webp; retain this Asset ID and registry entry."""
"""ui.rarity.common_frame""","""ui""","null","[""Persistent UI""]","""P2""","""mock""","""Project-authored glyph/CSS primitive""","""/assets/final/ui/rarity/common_frame.webp""","""webp""","256","256","true","null","[]","1","null","null","null","""Preserve a clear silhouette and readable contrast at 48 CSS pixels.""","""Cute pastel sticker style, chocolate outline, original Odd Tower design language.""","""Match the named UI function without adding text baked into the image.""","[""no copyrighted characters"",""no photorealism"",""no baked UI text"",""no unsafe edge crop""]","""Export to /assets/final/ui/rarity/common_frame.webp; retain this Asset ID and registry entry."""
"""ui.rarity.rare_frame""","""ui""","null","[""Persistent UI""]","""P2""","""mock""","""Project-authored glyph/CSS primitive""","""/assets/final/ui/rarity/rare_frame.webp""","""webp""","256","256","true","null","[]","1","null","null","null","""Preserve a clear silhouette and readable contrast at 48 CSS pixels.""","""Cute pastel sticker style, chocolate outline, original Odd Tower design language.""","""Match the named UI function without adding text baked into the image.""","[""no copyrighted characters"",""no photorealism"",""no baked UI text"",""no unsafe edge crop""]","""Export to /assets/final/ui/rarity/rare_frame.webp; retain this Asset ID and registry entry."""
"""ui.rarity.epic_frame""","""ui""","null","[""Persistent UI""]","""P2""","""mock""","""Project-authored glyph/CSS primitive""","""/assets/final/ui/rarity/epic_frame.webp""","""webp""","256","256","true","null","[]","1","null","null","null","""Preserve a clear silhouette and readable contrast at 48 CSS pixels.""","""Cute pastel sticker style, chocolate outline, original Odd Tower design language.""","""Match the named UI function without adding text baked into the image.""","[""no copyrighted characters"",""no photorealism"",""no baked UI text"",""no unsafe edge crop""]","""Export to /assets/final/ui/rarity/epic_frame.webp; retain this Asset ID and registry entry."""
"""ui.rarity.legendary_frame""","""ui""","null","[""Persistent UI""]","""P2""","""mock""","""Project-authored glyph/CSS primitive""","""/assets/final/ui/rarity/legendary_frame.webp""","""webp""","256","256","true","null","[]","1","null","null","null","""Preserve a clear silhouette and readable contrast at 48 CSS pixels.""","""Cute pastel sticker style, chocolate outline, original Odd Tower design language.""","""Match the named UI function without adding text baked into the image.""","[""no copyrighted characters"",""no photorealism"",""no baked UI text"",""no unsafe edge crop""]","""Export to /assets/final/ui/rarity/legendary_frame.webp; retain this Asset ID and registry entry."""
"""item.gold""","""currency""","null","[""Home"",""HUD"",""Rewards""]","""P0""","""mock""","""Project-authored glyph/CSS primitive""","""/assets/final/item/gold.webp""","""webp""","256","256","true","null","[]","1","null","null","null","""Preserve a clear silhouette and readable contrast at 48 CSS pixels.""","""Cute pastel sticker style, chocolate outline, original Odd Tower design language.""","""Match the named UI function without adding text baked into the image.""","[""no copyrighted characters"",""no photorealism"",""no baked UI text"",""no unsafe edge crop""]","""Export to /assets/final/item/gold.webp; retain this Asset ID and registry entry."""
"""item.gem""","""currency""","null","[""Home"",""HUD"",""Rewards""]","""P0""","""mock""","""Project-authored glyph/CSS primitive""","""/assets/final/item/gem.webp""","""webp""","256","256","true","null","[]","1","null","null","null","""Preserve a clear silhouette and readable contrast at 48 CSS pixels.""","""Cute pastel sticker style, chocolate outline, original Odd Tower design language.""","""Match the named UI function without adding text baked into the image.""","[""no copyrighted characters"",""no photorealism"",""no baked UI text"",""no unsafe edge crop""]","""Export to /assets/final/item/gem.webp; retain this Asset ID and registry entry."""
"""item.upgrade_jelly""","""currency""","null","[""Home"",""HUD"",""Rewards""]","""P0""","""mock""","""Project-authored glyph/CSS primitive""","""/assets/final/item/upgrade_jelly.webp""","""webp""","256","256","true","null","[]","1","null","null","null","""Preserve a clear silhouette and readable contrast at 48 CSS pixels.""","""Cute pastel sticker style, chocolate outline, original Odd Tower design language.""","""Match the named UI function without adding text baked into the image.""","[""no copyrighted characters"",""no photorealism"",""no baked UI text"",""no unsafe edge crop""]","""Export to /assets/final/item/upgrade_jelly.webp; retain this Asset ID and registry entry."""
"""item.hero_shard""","""currency""","null","[""Home"",""HUD"",""Rewards""]","""P0""","""mock""","""Project-authored glyph/CSS primitive""","""/assets/final/item/hero_shard.webp""","""webp""","256","256","true","null","[]","1","null","null","null","""Preserve a clear silhouette and readable contrast at 48 CSS pixels.""","""Cute pastel sticker style, chocolate outline, original Odd Tower design language.""","""Match the named UI function without adding text baked into the image.""","[""no copyrighted characters"",""no photorealism"",""no baked UI text"",""no unsafe edge crop""]","""Export to /assets/final/item/hero_shard.webp; retain this Asset ID and registry entry."""
"""ui.summon.shrine""","""summon""","null","[""Summon""]","""P0""","""mock""","""Project-authored glyph/CSS primitive""","""/assets/final/ui/summon/shrine.webp""","""webp""","256","256","true","null","[]","1","null","null","null","""Preserve a clear silhouette and readable contrast at 48 CSS pixels.""","""Cute pastel sticker style, chocolate outline, original Odd Tower design language.""","""Match the named UI function without adding text baked into the image.""","[""no copyrighted characters"",""no photorealism"",""no baked UI text"",""no unsafe edge crop""]","""Export to /assets/final/ui/summon/shrine.webp; retain this Asset ID and registry entry."""
"""ui.summon.capsule""","""summon""","null","[""Summon""]","""P0""","""mock""","""Project-authored glyph/CSS primitive""","""/assets/final/ui/summon/capsule.webp""","""webp""","256","256","true","null","[]","1","null","null","null","""Preserve a clear silhouette and readable contrast at 48 CSS pixels.""","""Cute pastel sticker style, chocolate outline, original Odd Tower design language.""","""Match the named UI function without adding text baked into the image.""","[""no copyrighted characters"",""no photorealism"",""no baked UI text"",""no unsafe edge crop""]","""Export to /assets/final/ui/summon/capsule.webp; retain this Asset ID and registry entry."""
"""ui.summon.reveal_glow""","""vfx""","null","[""Summon""]","""P0""","""mock""","""Project-authored glyph/CSS primitive""","""/assets/final/ui/summon/reveal_glow.webp""","""webp""","512","512","true","null","[]","8","0.5","0.5","""vfx.floor_1""","""Preserve a clear silhouette and readable contrast at 48 CSS pixels.""","""Cute pastel sticker style, chocolate outline, original Odd Tower design language.""","""Match the named UI function without adding text baked into the image.""","[""no copyrighted characters"",""no photorealism"",""no baked UI text"",""no unsafe edge crop""]","""Export to /assets/final/ui/summon/reveal_glow.webp; retain this Asset ID and registry entry."""
"""ui.summon.new_badge""","""summon""","null","[""Summon""]","""P0""","""mock""","""Project-authored glyph/CSS primitive""","""/assets/final/ui/summon/new_badge.webp""","""webp""","256","256","true","null","[]","1","null","null","null","""Preserve a clear silhouette and readable contrast at 48 CSS pixels.""","""Cute pastel sticker style, chocolate outline, original Odd Tower design language.""","""Match the named UI function without adding text baked into the image.""","[""no copyrighted characters"",""no photorealism"",""no baked UI text"",""no unsafe edge crop""]","""Export to /assets/final/ui/summon/new_badge.webp; retain this Asset ID and registry entry."""
"""ui.summon.duplicate_badge""","""summon""","null","[""Summon""]","""P0""","""mock""","""Project-authored glyph/CSS primitive""","""/assets/final/ui/summon/duplicate_badge.webp""","""webp""","256","256","true","null","[]","1","null","null","null","""Preserve a clear silhouette and readable contrast at 48 CSS pixels.""","""Cute pastel sticker style, chocolate outline, original Odd Tower design language.""","""Match the named UI function without adding text baked into the image.""","[""no copyrighted characters"",""no photorealism"",""no baked UI text"",""no unsafe edge crop""]","""Export to /assets/final/ui/summon/duplicate_badge.webp; retain this Asset ID and registry entry."""
"""ui.team.slot_empty""","""ui""","null","[""Team Builder""]","""P0""","""mock""","""Project-authored glyph/CSS primitive""","""/assets/final/ui/team/slot_empty.webp""","""webp""","256","256","true","null","[]","1","null","null","null","""Preserve a clear silhouette and readable contrast at 48 CSS pixels.""","""Cute pastel sticker style, chocolate outline, original Odd Tower design language.""","""Match the named UI function without adding text baked into the image.""","[""no copyrighted characters"",""no photorealism"",""no baked UI text"",""no unsafe edge crop""]","""Export to /assets/final/ui/team/slot_empty.webp; retain this Asset ID and registry entry."""
"""ui.team.slot_locked""","""ui""","null","[""Team Builder""]","""P0""","""mock""","""Project-authored glyph/CSS primitive""","""/assets/final/ui/team/slot_locked.webp""","""webp""","256","256","true","null","[]","1","null","null","null","""Preserve a clear silhouette and readable contrast at 48 CSS pixels.""","""Cute pastel sticker style, chocolate outline, original Odd Tower design language.""","""Match the named UI function without adding text baked into the image.""","[""no copyrighted characters"",""no photorealism"",""no baked UI text"",""no unsafe edge crop""]","""Export to /assets/final/ui/team/slot_locked.webp; retain this Asset ID and registry entry."""
"""ui.team.slot_selected""","""ui""","null","[""Team Builder""]","""P0""","""mock""","""Project-authored glyph/CSS primitive""","""/assets/final/ui/team/slot_selected.webp""","""webp""","256","256","true","null","[]","1","null","null","null","""Preserve a clear silhouette and readable contrast at 48 CSS pixels.""","""Cute pastel sticker style, chocolate outline, original Odd Tower design language.""","""Match the named UI function without adding text baked into the image.""","[""no copyrighted characters"",""no photorealism"",""no baked UI text"",""no unsafe edge crop""]","""Export to /assets/final/ui/team/slot_selected.webp; retain this Asset ID and registry entry."""
"""ui.team.slot_add""","""ui""","null","[""Team Builder""]","""P0""","""mock""","""Project-authored glyph/CSS primitive""","""/assets/final/ui/team/slot_add.webp""","""webp""","256","256","true","null","[]","1","null","null","null","""Preserve a clear silhouette and readable contrast at 48 CSS pixels.""","""Cute pastel sticker style, chocolate outline, original Odd Tower design language.""","""Match the named UI function without adding text baked into the image.""","[""no copyrighted characters"",""no photorealism"",""no baked UI text"",""no unsafe edge crop""]","""Export to /assets/final/ui/team/slot_add.webp; retain this Asset ID and registry entry."""
"""ui.afk.chest_closed""","""afk""","null","[""AFK Reward""]","""P0""","""mock""","""Project-authored glyph/CSS primitive""","""/assets/final/ui/afk/chest_closed.webp""","""webp""","256","256","true","null","[]","1","null","null","null","""Preserve a clear silhouette and readable contrast at 48 CSS pixels.""","""Cute pastel sticker style, chocolate outline, original Odd Tower design language.""","""Match the named UI function without adding text baked into the image.""","[""no copyrighted characters"",""no photorealism"",""no baked UI text"",""no unsafe edge crop""]","""Export to /assets/final/ui/afk/chest_closed.webp; retain this Asset ID and registry entry."""
"""ui.afk.chest_open""","""afk""","null","[""AFK Reward""]","""P0""","""mock""","""Project-authored glyph/CSS primitive""","""/assets/final/ui/afk/chest_open.webp""","""webp""","256","256","true","null","[]","1","null","null","null","""Preserve a clear silhouette and readable contrast at 48 CSS pixels.""","""Cute pastel sticker style, chocolate outline, original Odd Tower design language.""","""Match the named UI function without adding text baked into the image.""","[""no copyrighted characters"",""no photorealism"",""no baked UI text"",""no unsafe edge crop""]","""Export to /assets/final/ui/afk/chest_open.webp; retain this Asset ID and registry entry."""
"""ui.afk.sleeping_helper""","""afk""","null","[""AFK Reward""]","""P0""","""mock""","""Project-authored glyph/CSS primitive""","""/assets/final/ui/afk/sleeping_helper.webp""","""webp""","256","256","true","null","[]","1","null","null","null","""Preserve a clear silhouette and readable contrast at 48 CSS pixels.""","""Cute pastel sticker style, chocolate outline, original Odd Tower design language.""","""Match the named UI function without adding text baked into the image.""","[""no copyrighted characters"",""no photorealism"",""no baked UI text"",""no unsafe edge crop""]","""Export to /assets/final/ui/afk/sleeping_helper.webp; retain this Asset ID and registry entry."""
"""ui.afk.clock""","""afk""","null","[""AFK Reward""]","""P0""","""mock""","""Project-authored glyph/CSS primitive""","""/assets/final/ui/afk/clock.webp""","""webp""","256","256","true","null","[]","1","null","null","null","""Preserve a clear silhouette and readable contrast at 48 CSS pixels.""","""Cute pastel sticker style, chocolate outline, original Odd Tower design language.""","""Match the named UI function without adding text baked into the image.""","[""no copyrighted characters"",""no photorealism"",""no baked UI text"",""no unsafe edge crop""]","""Export to /assets/final/ui/afk/clock.webp; retain this Asset ID and registry entry."""
"""ui.auth.tower""","""ui""","null","[""Auth""]","""P0""","""mock""","""Project-authored glyph/CSS primitive""","""/assets/final/ui/auth/tower.webp""","""webp""","256","256","true","null","[]","1","null","null","null","""Preserve a clear silhouette and readable contrast at 48 CSS pixels.""","""Cute pastel sticker style, chocolate outline, original Odd Tower design language.""","""Match the named UI function without adding text baked into the image.""","[""no copyrighted characters"",""no photorealism"",""no baked UI text"",""no unsafe edge crop""]","""Export to /assets/final/ui/auth/tower.webp; retain this Asset ID and registry entry."""
"""ui.auth.hero_group""","""ui""","null","[""Auth""]","""P0""","""mock""","""Project-authored glyph/CSS primitive""","""/assets/final/ui/auth/hero_group.webp""","""webp""","256","256","true","null","[]","1","null","null","null","""Preserve a clear silhouette and readable contrast at 48 CSS pixels.""","""Cute pastel sticker style, chocolate outline, original Odd Tower design language.""","""Match the named UI function without adding text baked into the image.""","[""no copyrighted characters"",""no photorealism"",""no baked UI text"",""no unsafe edge crop""]","""Export to /assets/final/ui/auth/hero_group.webp; retain this Asset ID and registry entry."""
"""ui.home.camp_background""","""ui""","null","[""Home""]","""P0""","""mock""","""Project-authored glyph/CSS primitive""","""/assets/final/ui/home/camp_background.webp""","""webp""","1920","1080","false","null","[]","1","null","null","null","""Preserve a clear silhouette and readable contrast at 48 CSS pixels.""","""Cute pastel sticker style, chocolate outline, original Odd Tower design language.""","""Match the named UI function without adding text baked into the image.""","[""no copyrighted characters"",""no photorealism"",""no baked UI text"",""no unsafe edge crop""]","""Export to /assets/final/ui/home/camp_background.webp; retain this Asset ID and registry entry."""
"""ui.home.tower_button""","""ui""","null","[""Home""]","""P0""","""mock""","""Project-authored glyph/CSS primitive""","""/assets/final/ui/home/tower_button.webp""","""webp""","256","256","true","null","[]","1","null","null","null","""Preserve a clear silhouette and readable contrast at 48 CSS pixels.""","""Cute pastel sticker style, chocolate outline, original Odd Tower design language.""","""Match the named UI function without adding text baked into the image.""","[""no copyrighted characters"",""no photorealism"",""no baked UI text"",""no unsafe edge crop""]","""Export to /assets/final/ui/home/tower_button.webp; retain this Asset ID and registry entry."""
"""ui.icon.close""","""ui""","null","[""Persistent UI""]","""P2""","""mock""","""Project-authored glyph/CSS primitive""","""/assets/final/ui/icon/close.webp""","""webp""","256","256","true","null","[]","1","null","null","null","""Preserve a clear silhouette and readable contrast at 48 CSS pixels.""","""Cute pastel sticker style, chocolate outline, original Odd Tower design language.""","""Match the named UI function without adding text baked into the image.""","[""no copyrighted characters"",""no photorealism"",""no baked UI text"",""no unsafe edge crop""]","""Export to /assets/final/ui/icon/close.webp; retain this Asset ID and registry entry."""
"""ui.icon.back""","""ui""","null","[""Persistent UI""]","""P2""","""mock""","""Project-authored glyph/CSS primitive""","""/assets/final/ui/icon/back.webp""","""webp""","256","256","true","null","[]","1","null","null","null","""Preserve a clear silhouette and readable contrast at 48 CSS pixels.""","""Cute pastel sticker style, chocolate outline, original Odd Tower design language.""","""Match the named UI function without adding text baked into the image.""","[""no copyrighted characters"",""no photorealism"",""no baked UI text"",""no unsafe edge crop""]","""Export to /assets/final/ui/icon/back.webp; retain this Asset ID and registry entry."""
"""ui.icon.settings""","""ui""","null","[""Persistent UI""]","""P2""","""mock""","""Project-authored glyph/CSS primitive""","""/assets/final/ui/icon/settings.webp""","""webp""","256","256","true","null","[]","1","null","null","null","""Preserve a clear silhouette and readable contrast at 48 CSS pixels.""","""Cute pastel sticker style, chocolate outline, original Odd Tower design language.""","""Match the named UI function without adding text baked into the image.""","[""no copyrighted characters"",""no photorealism"",""no baked UI text"",""no unsafe edge crop""]","""Export to /assets/final/ui/icon/settings.webp; retain this Asset ID and registry entry."""
"""ui.icon.info""","""ui""","null","[""Persistent UI""]","""P2""","""mock""","""Project-authored glyph/CSS primitive""","""/assets/final/ui/icon/info.webp""","""webp""","256","256","true","null","[]","1","null","null","null","""Preserve a clear silhouette and readable contrast at 48 CSS pixels.""","""Cute pastel sticker style, chocolate outline, original Odd Tower design language.""","""Match the named UI function without adding text baked into the image.""","[""no copyrighted characters"",""no photorealism"",""no baked UI text"",""no unsafe edge crop""]","""Export to /assets/final/ui/icon/info.webp; retain this Asset ID and registry entry."""
"""ui.icon.lock""","""ui""","null","[""Persistent UI""]","""P2""","""mock""","""Project-authored glyph/CSS primitive""","""/assets/final/ui/icon/lock.webp""","""webp""","256","256","true","null","[]","1","null","null","null","""Preserve a clear silhouette and readable contrast at 48 CSS pixels.""","""Cute pastel sticker style, chocolate outline, original Odd Tower design language.""","""Match the named UI function without adding text baked into the image.""","[""no copyrighted characters"",""no photorealism"",""no baked UI text"",""no unsafe edge crop""]","""Export to /assets/final/ui/icon/lock.webp; retain this Asset ID and registry entry."""
"""ui.icon.check""","""ui""","null","[""Persistent UI""]","""P2""","""mock""","""Project-authored glyph/CSS primitive""","""/assets/final/ui/icon/check.webp""","""webp""","256","256","true","null","[]","1","null","null","null","""Preserve a clear silhouette and readable contrast at 48 CSS pixels.""","""Cute pastel sticker style, chocolate outline, original Odd Tower design language.""","""Match the named UI function without adding text baked into the image.""","[""no copyrighted characters"",""no photorealism"",""no baked UI text"",""no unsafe edge crop""]","""Export to /assets/final/ui/icon/check.webp; retain this Asset ID and registry entry."""
"""ui.icon.error""","""ui""","null","[""Persistent UI""]","""P2""","""mock""","""Project-authored glyph/CSS primitive""","""/assets/final/ui/icon/error.webp""","""webp""","256","256","true","null","[]","1","null","null","null","""Preserve a clear silhouette and readable contrast at 48 CSS pixels.""","""Cute pastel sticker style, chocolate outline, original Odd Tower design language.""","""Match the named UI function without adding text baked into the image.""","[""no copyrighted characters"",""no photorealism"",""no baked UI text"",""no unsafe edge crop""]","""Export to /assets/final/ui/icon/error.webp; retain this Asset ID and registry entry."""
"""ui.icon.warning""","""ui""","null","[""Persistent UI""]","""P2""","""mock""","""Project-authored glyph/CSS primitive""","""/assets/final/ui/icon/warning.webp""","""webp""","256","256","true","null","[]","1","null","null","null","""Preserve a clear silhouette and readable contrast at 48 CSS pixels.""","""Cute pastel sticker style, chocolate outline, original Odd Tower design language.""","""Match the named UI function without adding text baked into the image.""","[""no copyrighted characters"",""no photorealism"",""no baked UI text"",""no unsafe edge crop""]","""Export to /assets/final/ui/icon/warning.webp; retain this Asset ID and registry entry."""
"""ui.icon.account""","""ui""","null","[""Persistent UI""]","""P2""","""mock""","""Project-authored glyph/CSS primitive""","""/assets/final/ui/icon/account.webp""","""webp""","256","256","true","null","[]","1","null","null","null","""Preserve a clear silhouette and readable contrast at 48 CSS pixels.""","""Cute pastel sticker style, chocolate outline, original Odd Tower design language.""","""Match the named UI function without adding text baked into the image.""","[""no copyrighted characters"",""no photorealism"",""no baked UI text"",""no unsafe edge crop""]","""Export to /assets/final/ui/icon/account.webp; retain this Asset ID and registry entry."""
"""monster.grumpy_radish""","""monster""","""Grumpy Radish""","[""Floor 1 Combat""]","""P1""","""mock""","""Project-authored glyph/CSS primitive""","""/assets/final/monster/grumpy_radish.webp""","""webp""","256","256","true","""orthographic three-quarter top-down""","[""down"",""up"",""left"",""right""]","8","0.5","0.82","""monsters.floor_1""","""Preserve a clear silhouette and readable contrast at 48 CSS pixels.""","""Cute pastel sticker style, chocolate outline, original Odd Tower design language.""","""Original Grumpy Radish design; preserve the approved gameplay silhouette.""","[""no copyrighted characters"",""no photorealism"",""no baked UI text"",""no unsafe edge crop""]","""Export to /assets/final/monster/grumpy_radish.webp; retain this Asset ID and registry entry."""
"""monster.jumping_sauce_bag""","""monster""","""Jumping Sauce Bag""","[""Floor 1 Combat""]","""P1""","""mock""","""Project-authored glyph/CSS primitive""","""/assets/final/monster/jumping_sauce_bag.webp""","""webp""","256","256","true","""orthographic three-quarter top-down""","[""down"",""up"",""left"",""right""]","8","0.5","0.82","""monsters.floor_1""","""Preserve a clear silhouette and readable contrast at 48 CSS pixels.""","""Cute pastel sticker style, chocolate outline, original Odd Tower design language.""","""Original Jumping Sauce Bag design; preserve the approved gameplay silhouette.""","[""no copyrighted characters"",""no photorealism"",""no baked UI text"",""no unsafe edge crop""]","""Export to /assets/final/monster/jumping_sauce_bag.webp; retain this Asset ID and registry entry."""
"""monster.shoe_biting_dust_ball""","""monster""","""Shoe-Biting Dust Ball""","[""Floor 1 Combat""]","""P1""","""mock""","""Project-authored glyph/CSS primitive""","""/assets/final/monster/shoe_biting_dust_ball.webp""","""webp""","256","256","true","""orthographic three-quarter top-down""","[""down"",""up"",""left"",""right""]","8","0.5","0.82","""monsters.floor_1""","""Preserve a clear silhouette and readable contrast at 48 CSS pixels.""","""Cute pastel sticker style, chocolate outline, original Odd Tower design language.""","""Original Shoe-Biting Dust Ball design; preserve the approved gameplay silhouette.""","[""no copyrighted characters"",""no photorealism"",""no baked UI text"",""no unsafe edge crop""]","""Export to /assets/final/monster/shoe_biting_dust_ball.webp; retain this Asset ID and registry entry."""
"""monster.wild_sausage""","""monster""","""Wild Sausage""","[""Floor 1 Combat""]","""P1""","""mock""","""Project-authored glyph/CSS primitive""","""/assets/final/monster/wild_sausage.webp""","""webp""","256","256","true","""orthographic three-quarter top-down""","[""down"",""up"",""left"",""right""]","8","0.5","0.82","""monsters.floor_1""","""Preserve a clear silhouette and readable contrast at 48 CSS pixels.""","""Cute pastel sticker style, chocolate outline, original Odd Tower design language.""","""Original Wild Sausage design; preserve the approved gameplay silhouette.""","[""no copyrighted characters"",""no photorealism"",""no baked UI text"",""no unsafe edge crop""]","""Export to /assets/final/monster/wild_sausage.webp; retain this Asset ID and registry entry."""
"""monster.lost_pudding""","""monster""","""Lost Pudding""","[""Floor 1 Combat""]","""P1""","""mock""","""Project-authored glyph/CSS primitive""","""/assets/final/monster/lost_pudding.webp""","""webp""","256","256","true","""orthographic three-quarter top-down""","[""down"",""up"",""left"",""right""]","8","0.5","0.82","""monsters.floor_1""","""Preserve a clear silhouette and readable contrast at 48 CSS pixels.""","""Cute pastel sticker style, chocolate outline, original Odd Tower design language.""","""Original Lost Pudding design; preserve the approved gameplay silhouette.""","[""no copyrighted characters"",""no photorealism"",""no baked UI text"",""no unsafe edge crop""]","""Export to /assets/final/monster/lost_pudding.webp; retain this Asset ID and registry entry."""
"""map.floor_1.tiles""","""map""","null","[""Floor 1 Combat""]","""P1""","""mock""","""Project-authored glyph/CSS primitive""","""/assets/final/map/floor_1/tiles.webp""","""webp""","1024","1024","false","null","[]","1","null","null","null","""Preserve a clear silhouette and readable contrast at 48 CSS pixels.""","""Cute pastel sticker style, chocolate outline, original Odd Tower design language.""","""Match the named UI function without adding text baked into the image.""","[""no copyrighted characters"",""no photorealism"",""no baked UI text"",""no unsafe edge crop""]","""Export to /assets/final/map/floor_1/tiles.webp; retain this Asset ID and registry entry."""
"""map.floor_1.background""","""map""","null","[""Floor 1 Combat""]","""P1""","""mock""","""Project-authored glyph/CSS primitive""","""/assets/final/map/floor_1/background.webp""","""webp""","1920","1080","false","null","[]","1","null","null","null","""Preserve a clear silhouette and readable contrast at 48 CSS pixels.""","""Cute pastel sticker style, chocolate outline, original Odd Tower design language.""","""Match the named UI function without adding text baked into the image.""","[""no copyrighted characters"",""no photorealism"",""no baked UI text"",""no unsafe edge crop""]","""Export to /assets/final/map/floor_1/background.webp; retain this Asset ID and registry entry."""
"""vfx.attack_hit""","""vfx""","null","[""Floor 1 Combat""]","""P1""","""mock""","""Project-authored glyph/CSS primitive""","""/assets/final/vfx/attack_hit.webp""","""webp""","512","512","true","null","[]","8","0.5","0.5","""vfx.floor_1""","""Preserve a clear silhouette and readable contrast at 48 CSS pixels.""","""Cute pastel sticker style, chocolate outline, original Odd Tower design language.""","""Match the named UI function without adding text baked into the image.""","[""no copyrighted characters"",""no photorealism"",""no baked UI text"",""no unsafe edge crop""]","""Export to /assets/final/vfx/attack_hit.webp; retain this Asset ID and registry entry."""
"""vfx.heal""","""vfx""","null","[""Floor 1 Combat""]","""P1""","""mock""","""Project-authored glyph/CSS primitive""","""/assets/final/vfx/heal.webp""","""webp""","512","512","true","null","[]","8","0.5","0.5","""vfx.floor_1""","""Preserve a clear silhouette and readable contrast at 48 CSS pixels.""","""Cute pastel sticker style, chocolate outline, original Odd Tower design language.""","""Match the named UI function without adding text baked into the image.""","[""no copyrighted characters"",""no photorealism"",""no baked UI text"",""no unsafe edge crop""]","""Export to /assets/final/vfx/heal.webp; retain this Asset ID and registry entry."""
"""vfx.movement_slow""","""vfx""","null","[""Floor 1 Combat""]","""P1""","""mock""","""Project-authored glyph/CSS primitive""","""/assets/final/vfx/movement_slow.webp""","""webp""","512","512","true","null","[]","8","0.5","0.5","""vfx.floor_1""","""Preserve a clear silhouette and readable contrast at 48 CSS pixels.""","""Cute pastel sticker style, chocolate outline, original Odd Tower design language.""","""Match the named UI function without adding text baked into the image.""","[""no copyrighted characters"",""no photorealism"",""no baked UI text"",""no unsafe edge crop""]","""Export to /assets/final/vfx/movement_slow.webp; retain this Asset ID and registry entry."""
"""vfx.charge_warning""","""vfx""","null","[""Floor 1 Combat""]","""P1""","""mock""","""Project-authored glyph/CSS primitive""","""/assets/final/vfx/charge_warning.webp""","""webp""","512","512","true","null","[]","8","0.5","0.5","""vfx.floor_1""","""Preserve a clear silhouette and readable contrast at 48 CSS pixels.""","""Cute pastel sticker style, chocolate outline, original Odd Tower design language.""","""Match the named UI function without adding text baked into the image.""","[""no copyrighted characters"",""no photorealism"",""no baked UI text"",""no unsafe edge crop""]","""Export to /assets/final/vfx/charge_warning.webp; retain this Asset ID and registry entry."""
